Transaction,Items
A3029,beef
A3030,root vegetables
A3031,coffee
A3031,frozen vegetables
A3031,whole milk
A3032,butter
A3032,candy
A3032,domestic eggs
A3032,jam
A3032,napkins
A3032,other vegetables
A3032,pastry
A3032,pork
A3032,processed cheese
A3032,rolls/buns
A3032,root vegetables
A3032,soda
A3032,waffles
A3032,whipped/sour cream
A3032,white bread
A3032,whole milk
A3033,beef
A3033,other vegetables
A3034,specialty bar
A3035,salty snack
A3036,bottled water
A3036,brandy
A3036,grapes
A3036,ham
A3036,misc. beverages
A3036,other vegetables
A3036,sausage
A3036,shopping bags
A3037,bottled beer
A3037,frozen meals
A3037,newspapers
A3037,rolls/buns
A3037,tropical fruit
A3038,canned beer
A3039,bottled beer
A3039,brown bread
A3039,grapes
A3039,newspapers
A3039,pickled vegetables
A3039,pip fruit
A3039,pot plants
A3039,rice
A3039,semi-finished bread
A3039,spread cheese
A3039,whole milk
A3039,yogurt
A3040,turkey
A3041,other vegetables
A3042,baking powder
A3042,beef
A3042,chocolate
A3042,citrus fruit
A3042,mayonnaise
A3042,newspapers
A3042,nuts/prunes
A3042,oil
A3042,other vegetables
A3042,pickled vegetables
A3042,root vegetables
A3042,sausage
A3042,tropical fruit
A3042,whole milk
A3043,brown bread
A3043,chocolate
A3043,frankfurter
A3043,fruit/vegetable juice
A3043,male cosmetics
A3043,nuts/prunes
A3043,onions
A3043,pip fruit
A3043,salty snack
A3043,shopping bags
A3043,soda
A3043,specialty cheese
A3044,bottled water
A3044,citrus fruit
A3044,margarine
A3044,rice
A3044,soft cheese
A3044,soups
A3044,sugar
A3044,whole milk
A3045,chicken
A3045,frozen vegetables
A3045,pork
A3045,soda
A3046,butter
A3046,chocolate
A3046,citrus fruit
A3046,fruit/vegetable juice
A3046,hard cheese
A3046,margarine
A3046,misc. beverages
A3046,newspapers
A3046,other vegetables
A3046,roll products 
A3046,sliced cheese
A3046,soda
A3046,soft cheese
A3046,tropical fruit
A3046,whipped/sour cream
A3046,whole milk
A3046,yogurt
A3047,cat food
A3047,flour
A3047,misc. beverages
A3047,sugar
A3047,waffles
A3048,baking powder
A3049,canned fish
A3049,dental care
A3049,finished products
A3049,frozen fish
A3049,hygiene articles
A3049,other vegetables
A3049,pastry
A3049,pip fruit
A3049,pot plants
A3049,seasonal products
A3049,tropical fruit
A3049,whole milk
A3050,frankfurter
A3050,margarine
A3050,rolls/buns
A3050,soda
A3051,chicken
A3051,coffee
A3051,cream cheese 
A3051,curd
A3051,dishes
A3051,margarine
A3051,salty snack
A3051,UHT-milk
A3051,waffles
A3052,bottled beer
A3052,candy
A3052,chicken
A3052,coffee
A3052,domestic eggs
A3052,margarine
A3052,oil
A3052,other vegetables
A3052,specialty bar
A3052,sugar
A3052,whole milk
A3053,beef
A3053,pastry
A3053,sausage
A3053,whole milk
A3054,beef
A3054,margarine
A3054,other vegetables
A3054,soda
A3055,frozen meals
A3055,specialty chocolate
A3055,whole milk
A3056,other vegetables
A3056,sausage
A3057,other vegetables
A3057,pot plants
A3058,onions
A3058,roll products 
A3059,bottled beer
A3059,bottled water
A3059,cream cheese 
A3059,frozen vegetables
A3059,hard cheese
A3059,herbs
A3059,onions
A3059,other vegetables
A3059,red/blush wine
A3059,rolls/buns
A3059,root vegetables
A3059,sausage
A3059,soda
A3059,UHT-milk
A3060,bottled water
A3060,frankfurter
A3060,misc. beverages
A3060,oil
A3060,pickled vegetables
A3060,sausage
A3060,spices
A3060,tropical fruit
A3061,dental care
A3061,long life bakery product
A3061,zwieback
A3062,baking powder
A3062,chicken
A3062,instant coffee
A3062,pip fruit
A3062,soda
A3062,sugar
A3062,tropical fruit
A3062,whipped/sour cream
A3063,curd cheese
A3063,frankfurter
A3064,baking powder
A3064,bottled water
A3064,napkins
A3064,pickled vegetables
A3064,semi-finished bread
A3064,soda
A3064,whipped/sour cream
A3064,whole milk
A3065,brandy
A3065,frozen fish
A3066,berries
A3066,frozen dessert
A3066,frozen meals
A3066,rolls/buns
A3066,shopping bags
A3066,soda
A3066,whole milk
A3067,butter
A3067,chicken
A3067,curd
A3067,hygiene articles
A3067,margarine
A3067,other vegetables
A3067,pickled vegetables
A3067,pork
A3067,specialty chocolate
A3067,waffles
A3067,whole milk
A3068,ice cream
A3068,onions
A3068,yogurt
A3069,beef
A3069,candles
A3069,canned fish
A3069,cream cheese 
A3069,fruit/vegetable juice
A3069,herbs
A3069,margarine
A3069,meat spreads
A3069,oil
A3069,packaged fruit/vegetables
A3069,pickled vegetables
A3069,root vegetables
A3069,soups
A3069,vinegar
A3069,whipped/sour cream
A3070,canned beer
A3070,cat food
A3070,fruit/vegetable juice
A3070,hygiene articles
A3070,liquor (appetizer)
A3070,newspapers
A3070,root vegetables
A3070,semi-finished bread
A3070,shopping bags
A3070,waffles
A3070,whole milk
A3071,soda
A3072,rum
A3072,soft cheese
A3072,whole milk
A3073,butter
A3073,citrus fruit
A3073,dental care
A3073,dessert
A3073,pickled vegetables
A3073,processed cheese
A3073,seasonal products
A3073,white bread
A3074,bottled water
A3074,citrus fruit
A3074,frozen vegetables
A3074,fruit/vegetable juice
A3074,sausage
A3074,specialty cheese
A3074,tea
A3074,UHT-milk
A3074,whole milk
A3075,sparkling wine
A3076,bottled beer
A3076,cat food
A3076,coffee
A3076,shopping bags
A3076,sparkling wine
A3076,UHT-milk
A3076,white wine
A3077,soda
A3078,cat food
A3078,curd
A3078,soda
A3079,bottled water
A3079,cat food
A3079,coffee
A3079,margarine
A3079,mayonnaise
A3079,mustard
A3079,processed cheese
A3079,whole milk
A3080,butter milk
A3080,chewing gum
A3080,curd
A3080,frankfurter
A3080,frozen dessert
A3080,other vegetables
A3080,pork
A3080,root vegetables
A3080,tropical fruit
A3080,whole milk
A3080,yogurt
A3081,chocolate
A3082,other vegetables
A3082,processed cheese
A3082,tea
A3083,coffee
A3084,bottled beer
A3084,butter milk
A3084,candles
A3084,chocolate
A3084,curd cheese
A3084,fruit/vegetable juice
A3084,other vegetables
A3084,sugar
A3084,tropical fruit
A3085,beef
A3085,fish
A3085,pastry
A3085,soda
A3085,specialty chocolate
A3085,yogurt
A3086,bottled water
A3086,domestic eggs
A3086,soda
A3086,whipped/sour cream
A3087,butter milk
A3087,margarine
A3087,other vegetables
A3087,pip fruit
A3087,sugar
A3087,tropical fruit
A3087,UHT-milk
A3087,waffles
A3087,whipped/sour cream
A3087,yogurt
A3088,canned beer
A3088,UHT-milk
A3089,root vegetables
A3089,semi-finished bread
A3089,specialty bar
A3090,butter
A3090,coffee
A3090,dessert
A3090,frankfurter
A3090,pastry
A3090,sausage
A3090,spread cheese
A3090,waffles
A3090,white bread
A3091,butter milk
A3091,cream cheese 
A3091,dental care
A3091,fruit/vegetable juice
A3091,hygiene articles
A3091,kitchen towels
A3091,other vegetables
A3091,pasta
A3091,photo/film
A3091,pip fruit
A3091,whole milk
A3091,yogurt
A3092,pip fruit
A3092,soft cheese
A3092,tidbits
A3093,whipped/sour cream
A3094,canned beer
A3095,oil
A3096,bottled beer
A3096,white bread
A3097,soda
A3097,specialty bar
A3098,hygiene articles
A3099,bottled beer
A3100,brown bread
A3100,cake bar
A3100,dessert
A3100,light bulbs
A3100,long life bakery product
A3100,pastry
A3100,soda
A3100,yogurt
A3101,cereals
A3101,pot plants
A3101,specialty chocolate
A3102,canned beer
A3103,frankfurter
A3103,shopping bags
A3103,soda
A3104,cream cheese 
A3104,domestic eggs
A3104,other vegetables
A3104,sausage
A3104,soda
A3105,cream cheese 
A3105,rolls/buns
A3105,spread cheese
A3105,UHT-milk
A3106,misc. beverages
A3106,specialty chocolate
A3107,baking powder
A3108,bottled water
A3108,soda
A3109,berries
A3109,brown bread
A3109,chicken
A3109,cream cheese 
A3109,long life bakery product
A3109,mayonnaise
A3109,meat
A3109,whipped/sour cream
A3109,yogurt
A3110,bottled beer
A3110,bottled water
A3111,pip fruit
A3111,pork
A3112,pip fruit
A3112,soda
A3112,tropical fruit
A3112,white wine
A3113,bottled beer
A3113,butter
A3113,citrus fruit
A3113,frozen vegetables
A3113,long life bakery product
A3113,margarine
A3113,other vegetables
A3113,pastry
A3113,pip fruit
A3113,root vegetables
A3113,soda
A3113,softener
A3113,soups
A3113,sugar
A3113,UHT-milk
A3114,canned beer
A3114,rolls/buns
A3114,soda
A3115,meat spreads
A3115,specialty bar
A3116,bottled water
A3116,brown bread
A3116,specialty bar
A3117,bottled water
A3118,bottled water
A3118,canned beer
A3118,frankfurter
A3118,oil
A3118,UHT-milk
A3119,butter milk
A3119,chocolate
A3119,citrus fruit
A3119,dessert
A3119,fruit/vegetable juice
A3119,other vegetables
A3119,pip fruit
A3119,pork
A3119,processed cheese
A3119,root vegetables
A3119,shopping bags
A3119,sliced cheese
A3120,hard cheese
A3120,hygiene articles
A3120,misc. beverages
A3120,napkins
A3120,rolls/buns
A3120,soda
A3120,specialty chocolate
A3120,sweet spreads
A3120,yogurt
A3121,soda
A3122,canned beer
A3123,pastry
A3124,citrus fruit
A3124,curd
A3124,herbs
A3124,other vegetables
A3125,citrus fruit
A3126,bottled water
A3126,domestic eggs
A3126,newspapers
A3126,pastry
A3126,sausage
A3127,decalcifier
A3128,baking powder
A3128,bottled water
A3128,butter
A3128,fruit/vegetable juice
A3128,ham
A3128,mayonnaise
A3128,meat
A3128,sausage
A3128,UHT-milk
A3129,beef
A3129,chocolate
A3130,hamburger meat
A3130,ketchup
A3131,mayonnaise
A3131,soda
A3131,white bread
A3132,chewing gum
A3132,fruit/vegetable juice
A3133,bottled beer
A3133,domestic eggs
A3133,finished products
A3133,margarine
A3133,newspapers
A3133,other vegetables
A3133,pip fruit
A3134,bottled beer
A3134,canned beer
A3134,chicken
A3134,chocolate
A3134,newspapers
A3134,other vegetables
A3134,pot plants
A3134,sparkling wine
A3135,bottled beer
A3135,dessert
A3135,soda
A3135,whole milk
A3136,bottled water
A3136,brown bread
A3136,dessert
A3136,fruit/vegetable juice
A3136,ham
A3136,margarine
A3136,other vegetables
A3136,pasta
A3136,red/blush wine
A3136,root vegetables
A3137,liquor
A3138,canned beer
A3139,cling film/bags
A3139,dog food
A3140,canned fish
A3140,citrus fruit
A3140,domestic eggs
A3140,mustard
A3140,tropical fruit
A3140,UHT-milk
A3140,yogurt
A3141,dessert
A3141,domestic eggs
A3141,fruit/vegetable juice
A3141,oil
A3141,tropical fruit
A3141,yogurt
A3142,beef
A3142,bottled water
A3142,citrus fruit
A3142,fruit/vegetable juice
A3142,pot plants
A3142,root vegetables
A3142,soda
A3143,photo/film
A3144,bottled beer
A3144,butter
A3144,chewing gum
A3144,chicken
A3144,salty snack
A3144,spread cheese
A3144,UHT-milk
A3144,waffles
A3145,fruit/vegetable juice
A3145,misc. beverages
A3145,rolls/buns
A3145,sausage
A3146,whole milk
A3147,meat
A3147,newspapers
A3147,other vegetables
A3147,white bread
A3148,candy
A3148,rolls/buns
A3148,specialty chocolate
A3148,whole milk
A3149,abrasive cleaner
A3149,beef
A3149,butter
A3149,newspapers
A3149,root vegetables
A3149,soda
A3149,whole milk
A3149,yogurt
A3150,berries
A3150,butter
A3150,ham
A3150,margarine
A3150,meat
A3150,other vegetables
A3150,processed cheese
A3150,specialty bar
A3150,specialty cheese
A3150,white bread
A3150,whole milk
A3150,yogurt
A3151,frozen vegetables
A3151,meat
A3151,other vegetables
A3151,rolls/buns
A3151,sausage
A3152,brown bread
A3152,coffee
A3152,dish cleaner
A3152,roll products 
A3152,sausage
A3153,domestic eggs
A3153,ham
A3153,newspapers
A3153,other vegetables
A3153,semi-finished bread
A3153,yogurt
A3154,canned fish
A3154,chocolate
A3154,other vegetables
A3154,pork
A3154,rolls/buns
A3155,canned beer
A3155,specialty bar
A3156,bottled water
A3156,chicken
A3156,liquor (appetizer)
A3157,beef
A3157,butter milk
A3157,fruit/vegetable juice
A3157,hamburger meat
A3157,ice cream
A3157,other vegetables
A3157,pastry
A3157,pip fruit
A3157,rolls/buns
A3157,tropical fruit
A3157,whole milk
A3157,yogurt
A3158,condensed milk
A3158,house keeping products
A3158,pet care
A3158,shopping bags
A3158,yogurt
A3159,margarine
A3159,sugar
A3159,tropical fruit
A3159,whole milk
A3160,bottled water
A3160,chicken
A3160,margarine
A3160,rolls/buns
A3160,root vegetables
A3161,flower soil/fertilizer
A3162,other vegetables
A3162,waffles
A3162,whole milk
A3163,domestic eggs
A3163,frozen vegetables
A3163,pastry
A3164,margarine
A3165,meat
A3166,meat
A3166,newspapers
A3167,canned beer
A3167,pip fruit
A3167,white wine
A3168,brown bread
A3168,citrus fruit
A3168,dog food
A3168,fruit/vegetable juice
A3168,ham
A3168,herbs
A3168,other vegetables
A3168,pip fruit
A3168,spread cheese
A3168,tropical fruit
A3168,whole milk
A3168,yogurt
A3169,beef
A3169,margarine
A3169,salty snack
A3169,whole milk
A3170,bottled beer
A3170,bottled water
A3170,other vegetables
A3170,waffles
A3171,beverages
A3171,chocolate
A3171,ham
A3171,hard cheese
A3171,specialty bar
A3171,specialty chocolate
A3171,tropical fruit
A3171,waffles
A3172,frozen vegetables
A3172,napkins
A3172,newspapers
A3172,pot plants
A3172,yogurt
A3173,frozen fish
A3173,other vegetables
A3173,vinegar
A3174,cling film/bags
A3174,domestic eggs
A3174,whole milk
A3175,bottled water
A3175,brown bread
A3175,pastry
A3175,rolls/buns
A3175,root vegetables
A3175,UHT-milk
A3176,beverages
A3176,bottled water
A3176,brown bread
A3176,cereals
A3176,cream cheese 
A3176,frankfurter
A3176,frozen meals
A3176,frozen vegetables
A3176,fruit/vegetable juice
A3176,kitchen towels
A3176,liver loaf
A3176,pastry
A3176,pip fruit
A3176,soda
A3176,whole milk
A3176,yogurt
A3177,bottled beer
A3178,bottled beer
A3178,coffee
A3178,curd
A3178,domestic eggs
A3178,hamburger meat
A3178,margarine
A3178,newspapers
A3178,oil
A3178,other vegetables
A3178,pip fruit
A3178,root vegetables
A3178,salt
A3178,spices
A3178,vinegar
A3178,whole milk
A3179,bottled water
A3179,brown bread
A3179,newspapers
A3179,packaged fruit/vegetables
A3179,sausage
A3179,whole milk
A3180,beef
A3180,bottled water
A3180,brown bread
A3180,cat food
A3180,chicken
A3180,margarine
A3180,root vegetables
A3180,soda
A3181,dishes
A3182,napkins
A3182,pork
A3182,root vegetables
A3182,shopping bags
A3182,sliced cheese
A3182,specialty bar
A3182,specialty chocolate
A3183,brown bread
A3183,chicken
A3183,citrus fruit
A3183,frankfurter
A3183,instant coffee
A3183,pork
A3183,root vegetables
A3183,seasonal products
A3183,whole milk
A3183,yogurt
A3184,napkins
A3185,root vegetables
A3185,soda
A3185,UHT-milk
A3186,beef
A3186,chicken
A3186,cream cheese 
A3186,newspapers
A3186,pet care
A3186,root vegetables
A3186,whole milk
A3187,frankfurter
A3187,rolls/buns
A3188,canned beer
A3189,canned beer
A3190,candy
A3190,chocolate
A3190,frozen meals
A3190,frozen potato products
A3190,grapes
A3190,ham
A3190,other vegetables
A3190,rolls/buns
A3190,sausage
A3190,UHT-milk
A3190,waffles
A3191,frankfurter
A3191,margarine
A3191,newspapers
A3191,pastry
A3191,pork
A3191,sausage
A3191,sliced cheese
A3192,bottled water
A3193,baking powder
A3193,flour
A3193,ice cream
A3193,margarine
A3193,other vegetables
A3193,pudding powder
A3193,whole milk
A3193,yogurt
A3194,rolls/buns
A3195,citrus fruit
A3195,domestic eggs
A3195,frankfurter
A3195,ketchup
A3195,newspapers
A3195,other vegetables
A3195,pastry
A3195,pickled vegetables
A3195,pork
A3195,skin care
A3195,soda
A3195,syrup
A3196,canned beer
A3196,rolls/buns
A3196,sausage
A3196,shopping bags
A3196,sugar
A3196,UHT-milk
A3196,whole milk
A3197,butter
A3197,chicken
A3197,curd
A3197,frankfurter
A3197,frozen dessert
A3197,frozen potato products
A3197,hamburger meat
A3197,other vegetables
A3197,pastry
A3197,pip fruit
A3197,rice
A3197,salad dressing
A3197,whipped/sour cream
A3197,whole milk
A3198,pastry
A3198,whole milk
A3199,beef
A3199,canned beer
A3199,citrus fruit
A3199,flour
A3199,other vegetables
A3199,pastry
A3199,pip fruit
A3199,red/blush wine
A3199,root vegetables
A3200,canned beer
A3201,bottled beer
A3201,frankfurter
A3201,margarine
A3202,frozen chicken
A3202,salty snack
A3203,bottled water
A3203,chocolate
A3203,dish cleaner
A3203,ice cream
A3203,pork
A3203,rolls/buns
A3203,whipped/sour cream
A3204,berries
A3204,butter
A3204,curd
A3204,domestic eggs
A3204,hard cheese
A3204,other vegetables
A3204,rolls/buns
A3204,tropical fruit
A3204,UHT-milk
A3205,other vegetables
A3206,coffee
A3206,soda
A3207,margarine
A3207,meat
A3207,other vegetables
A3207,rolls/buns
A3207,shopping bags
A3207,soda
A3207,whipped/sour cream
A3207,whole milk
A3208,citrus fruit
A3208,pastry
A3208,rolls/buns
A3208,soft cheese
A3209,cat food
A3209,chewing gum
A3209,citrus fruit
A3209,curd cheese
A3209,frozen vegetables
A3209,other vegetables
A3209,root vegetables
A3209,soups
A3209,tropical fruit
A3209,whipped/sour cream
A3209,whole milk
A3210,dishes
A3210,house keeping products
A3210,other vegetables
A3210,salty snack
A3211,beef
A3211,root vegetables
A3212,dishes
A3213,shopping bags
A3214,beverages
A3214,cream cheese 
A3214,flour
A3214,hard cheese
A3214,long life bakery product
A3214,other vegetables
A3214,soda
A3214,sweet spreads
A3214,tropical fruit
A3214,whipped/sour cream
A3215,hamburger meat
A3215,newspapers
A3215,other vegetables
A3215,salty snack
A3215,sauces
A3215,soda
A3216,dessert
A3216,dish cleaner
A3216,other vegetables
A3216,pastry
A3216,sausage
A3216,waffles
A3217,baking powder
A3217,curd
A3217,semi-finished bread
A3217,soda
A3217,whole milk
A3218,other vegetables
A3219,ice cream
A3220,bottled water
A3220,canned vegetables
A3220,instant coffee
A3220,other vegetables
A3220,red/blush wine
A3220,turkey
A3220,whipped/sour cream
A3221,berries
A3221,domestic eggs
A3221,margarine
A3221,other vegetables
A3221,pastry
A3221,pip fruit
A3221,rolls/buns
A3221,whole milk
A3221,yogurt
A3222,butter
A3222,butter milk
A3222,canned vegetables
A3222,chicken
A3222,curd
A3222,domestic eggs
A3222,frozen vegetables
A3222,hamburger meat
A3222,oil
A3222,onions
A3222,other vegetables
A3222,popcorn
A3222,root vegetables
A3222,whole milk
A3223,baking powder
A3223,liqueur
A3223,rolls/buns
A3223,root vegetables
A3223,whipped/sour cream
A3223,whole milk
A3223,yogurt
A3224,canned beer
A3224,meat
A3224,nut snack
A3224,popcorn
A3224,rolls/buns
A3224,sausage
A3224,shopping bags
A3224,waffles
A3225,bottled beer
A3225,candles
A3225,canned fish
A3225,chewing gum
A3225,pickled vegetables
A3225,soda
A3226,condensed milk
A3226,frankfurter
A3226,packaged fruit/vegetables
A3226,sausage
A3227,bottled beer
A3227,frozen meals
A3227,long life bakery product
A3227,meat
A3227,roll products 
A3228,berries
A3228,butter milk
A3228,napkins
A3228,pet care
A3228,soda
A3228,yogurt
A3229,chewing gum
A3230,specialty chocolate
A3231,sausage
A3232,butter milk
A3232,long life bakery product
A3232,rolls/buns
A3233,canned beer
A3234,frankfurter
A3234,fruit/vegetable juice
A3234,herbs
A3234,onions
A3234,other vegetables
A3234,whipped/sour cream
A3234,yogurt
A3235,bottled beer
A3235,bottled water
A3236,pork
A3236,root vegetables
A3236,shopping bags
A3237,bottled beer
A3238,soda
A3239,beverages
A3239,cleaner
A3239,detergent
A3239,fruit/vegetable juice
A3239,yogurt
A3240,pet care
A3241,pork
A3241,sliced cheese
A3241,whole milk
A3242,berries
A3242,bottled water
A3242,coffee
A3242,frozen vegetables
A3242,long life bakery product
A3242,other vegetables
A3242,salty snack
A3242,soda
A3242,specialty bar
A3242,tropical fruit
A3242,whipped/sour cream
A3242,whole milk
A3242,yogurt
A3243,cream cheese 
A3243,fruit/vegetable juice
A3243,napkins
A3243,organic sausage
A3243,shopping bags
A3243,soft cheese
A3243,whole milk
A3243,yogurt
A3244,butter
A3244,flour
A3244,ham
A3244,oil
A3244,other vegetables
A3244,spices
A3244,whole milk
A3244,yogurt
A3245,berries
A3245,cat food
A3245,hamburger meat
A3245,napkins
A3245,salty snack
A3245,sausage
A3245,soda
A3245,UHT-milk
A3246,pastry
A3246,whole milk
A3247,canned beer
A3247,frozen fish
A3247,waffles
A3248,whipped/sour cream
A3249,bottled beer
A3249,napkins
A3249,other vegetables
A3249,pork
A3249,shopping bags
A3249,white bread
A3249,yogurt
A3250,bottled water
A3250,specialty chocolate
A3250,UHT-milk
A3251,misc. beverages
A3252,specialty chocolate
A3253,sausage
A3254,frozen meals
A3255,specialty bar
A3255,specialty chocolate
A3256,butter
A3256,curd
A3256,rolls/buns
A3256,whipped/sour cream
A3256,whole milk
A3256,yogurt
A3257,canned beer
A3257,soda
A3257,whole milk
A3257,yogurt
A3258,bottled beer
A3258,butter
A3258,coffee
A3258,pip fruit
A3258,red/blush wine
A3258,rolls/buns
A3258,root vegetables
A3258,soda
A3258,UHT-milk
A3259,frozen meals
A3259,soda
A3260,bottled beer
A3260,frankfurter
A3260,house keeping products
A3260,other vegetables
A3260,soda
A3260,spread cheese
A3260,sugar
A3260,whole milk
A3261,bottled water
A3261,butter
A3261,chocolate
A3261,cocoa drinks
A3261,domestic eggs
A3261,fruit/vegetable juice
A3261,margarine
A3261,onions
A3261,other vegetables
A3261,pip fruit
A3261,soft cheese
A3261,white bread
A3261,whole milk
A3262,bottled beer
A3262,canned fish
A3262,chocolate
A3262,cocoa drinks
A3262,red/blush wine
A3262,rice
A3262,rolls/buns
A3262,waffles
A3263,cream cheese 
A3263,curd
A3263,frozen potato products
A3263,ham
A3263,other vegetables
A3263,pastry
A3263,processed cheese
A3263,sausage
A3263,whole milk
A3264,instant coffee
A3264,pet care
A3264,soda
A3264,specialty chocolate
A3265,instant coffee
A3266,other vegetables
A3266,specialty bar
A3267,bottled water
A3267,herbs
A3267,napkins
A3268,candles
A3268,dessert
A3268,meat
A3268,napkins
A3268,rice
A3268,specialty bar
A3268,UHT-milk
A3269,candles
A3269,cereals
A3269,dessert
A3269,domestic eggs
A3269,margarine
A3269,other vegetables
A3269,pip fruit
A3269,root vegetables
A3269,soda
A3270,baking powder
A3270,citrus fruit
A3270,coffee
A3270,dog food
A3270,domestic eggs
A3270,oil
A3270,pastry
A3270,pickled vegetables
A3270,soft cheese
A3271,chicken
A3271,dessert
A3271,domestic eggs
A3271,fruit/vegetable juice
A3271,long life bakery product
A3271,meat
A3271,pickled vegetables
A3271,pip fruit
A3271,pot plants
A3271,processed cheese
A3271,rolls/buns
A3271,salty snack
A3271,sausage
A3271,soda
A3271,waffles
A3271,whipped/sour cream
A3271,white bread
A3271,whole milk
A3272,bottled beer
A3272,bottled water
A3272,condensed milk
A3272,frankfurter
A3272,rolls/buns
A3272,soda
A3272,specialty bar
A3272,whipped/sour cream
A3273,canned beer
A3274,canned beer
A3275,coffee
A3275,frozen potato products
A3275,other vegetables
A3275,salty snack
A3275,shopping bags
A3275,specialty chocolate
A3276,soda
A3277,soda
A3278,pastry
A3279,bottled water
A3279,candy
A3279,cat food
A3279,frozen potato products
A3279,ham
A3279,pastry
A3279,shopping bags
A3279,soda
A3279,sound storage medium
A3279,white bread
A3280,canned vegetables
A3280,citrus fruit
A3280,coffee
A3280,frankfurter
A3281,newspapers
A3281,soda
A3281,specialty chocolate
A3282,domestic eggs
A3282,newspapers
A3282,UHT-milk
A3282,whole milk
A3283,whole milk
A3284,canned beer
A3284,misc. beverages
A3284,shopping bags
A3285,dishes
A3285,other vegetables
A3285,root vegetables
A3285,specialty bar
A3285,whole milk
A3286,margarine
A3286,other vegetables
A3287,butter
A3288,bottled beer
A3288,chocolate
A3288,specialty bar
A3289,flour
A3289,pastry
A3289,salt
A3289,vinegar
A3289,whole milk
A3290,berries
A3290,pip fruit
A3291,male cosmetics
A3292,citrus fruit
A3292,frozen meals
A3292,herbs
A3292,meat
A3292,other vegetables
A3292,shopping bags
A3292,tropical fruit
A3292,turkey
A3293,bottled water
A3293,dishes
A3293,soda
A3294,pastry
A3294,syrup
A3295,canned beer
A3295,coffee
A3295,rolls/buns
A3295,sausage
A3295,sliced cheese
A3295,soda
A3295,specialty bar
A3295,whole milk
A3295,yogurt
A3296,butter
A3296,margarine
A3296,other vegetables
A3296,pip fruit
A3296,pork
A3296,rice
A3296,shopping bags
A3296,soda
A3296,waffles
A3297,packaged fruit/vegetables
A3298,other vegetables
A3298,pet care
A3299,misc. beverages
A3300,whole milk
A3301,chocolate
A3301,domestic eggs
A3301,margarine
A3301,napkins
A3301,pip fruit
A3301,soda
A3301,whole milk
A3302,liquor
A3303,pastry
A3303,vinegar
A3303,whole milk
A3304,canned beer
A3305,photo/film
A3306,domestic eggs
A3306,grapes
A3306,oil
A3306,onions
A3306,other vegetables
A3306,pickled vegetables
A3306,pudding powder
A3306,salty snack
A3306,specialty bar
A3306,tropical fruit
A3306,waffles
A3306,yogurt
A3307,domestic eggs
A3307,misc. beverages
A3308,domestic eggs
A3308,meat
A3308,root vegetables
A3308,seasonal products
A3308,shopping bags
A3308,whipped/sour cream
A3308,whole milk
A3308,yogurt
A3309,chewing gum
A3309,coffee
A3309,dishes
A3309,meat
A3309,whipped/sour cream
A3310,cream cheese 
A3310,decalcifier
A3310,flour
A3310,frozen fish
A3310,pork
A3310,root vegetables
A3310,shopping bags
A3310,sugar
A3311,bottled beer
A3311,rolls/buns
A3312,coffee
A3313,canned beer
A3314,butter milk
A3315,bottled water
A3316,bottled beer
A3316,candles
A3316,citrus fruit
A3316,detergent
A3316,hard cheese
A3316,house keeping products
A3316,long life bakery product
A3316,napkins
A3316,organic sausage
A3316,pastry
A3316,rolls/buns
A3316,whipped/sour cream
A3316,whole milk
A3317,napkins
A3318,dishes
A3318,organic sausage
A3318,other vegetables
A3318,pastry
A3318,pip fruit
A3318,root vegetables
A3318,salty snack
A3319,ice cream
A3319,other vegetables
A3319,pastry
A3319,pip fruit
A3319,red/blush wine
A3319,tropical fruit
A3319,whole milk
A3320,chocolate marshmallow
A3321,frankfurter
A3321,hygiene articles
A3321,packaged fruit/vegetables
A3321,root vegetables
A3321,soda
A3322,cling film/bags
A3323,bottled beer
A3324,bottled water
A3324,cat food
A3324,chocolate
A3324,citrus fruit
A3324,dental care
A3324,margarine
A3324,napkins
A3324,pastry
A3324,pet care
A3324,pip fruit
A3324,specialty bar
A3324,tropical fruit
A3324,yogurt
A3325,liquor
A3325,specialty bar
A3326,bottled water
A3326,brown bread
A3326,canned beer
A3326,soda
A3327,ice cream
A3328,newspapers
A3329,detergent
A3329,dish cleaner
A3329,flower soil/fertilizer
A3329,processed cheese
A3329,rolls/buns
A3330,chicken
A3330,coffee
A3330,frozen vegetables
A3330,other vegetables
A3330,pip fruit
A3330,tropical fruit
A3330,whipped/sour cream
A3330,whole milk
A3331,bottled beer
A3331,other vegetables
A3331,pot plants
A3331,rolls/buns
A3331,tropical fruit
A3331,white bread
A3332,bottled water
A3332,candy
A3332,fruit/vegetable juice
A3332,pickled vegetables
A3332,whole milk
A3333,citrus fruit
A3333,specialty bar
A3334,bottled beer
A3335,beef
A3335,brown bread
A3335,canned fruit
A3335,canned vegetables
A3335,citrus fruit
A3335,dessert
A3335,finished products
A3335,frozen dessert
A3335,onions
A3335,other vegetables
A3335,sausage
A3335,soda
A3335,whole milk
A3336,other vegetables
A3336,sausage
A3336,semi-finished bread
A3336,soda
A3337,bottled water
A3337,pip fruit
A3337,rolls/buns
A3337,soda
A3337,specialty chocolate
A3338,fruit/vegetable juice
A3338,long life bakery product
A3338,misc. beverages
A3338,other vegetables
A3338,shopping bags
A3339,long life bakery product
A3339,other vegetables
A3339,rolls/buns
A3339,salty snack
A3339,sausage
A3339,soda
A3339,spread cheese
A3340,ice cream
A3340,tropical fruit
