Person ID,Party,Type,Vote
8A,republican,physician-fee-freeze,1
9A,democrat,physician-fee-freeze,0
10A,republican,physician-fee-freeze,1
11A,democrat,physician-fee-freeze,0
12A,republican,physician-fee-freeze,1
13A,democrat,physician-fee-freeze,0
14A,republican,physician-fee-freeze,1
15A,republican,physician-fee-freeze,1
16A,republican,physician-fee-freeze,1
17A,democrat,physician-fee-freeze,0
18A,democrat,physician-fee-freeze,0
19A,democrat,physician-fee-freeze,0
20A,democrat,physician-fee-freeze,0
21A,democrat,physician-fee-freeze,0
22A,democrat,physician-fee-freeze,0
23A,republican,physician-fee-freeze,1
24A,republican,physician-fee-freeze,1
25A,republican,physician-fee-freeze,1
26A,republican,physician-fee-freeze,1
27A,republican,physician-fee-freeze,1
28A,republican,physician-fee-freeze,1
29A,democrat,physician-fee-freeze,0
30A,republican,physician-fee-freeze,1
31A,republican,physician-fee-freeze,1
32A,republican,physician-fee-freeze,1
33A,democrat,physician-fee-freeze,0
34A,republican,physician-fee-freeze,1
35A,republican,physician-fee-freeze,1
36A,democrat,physician-fee-freeze,0
37A,democrat,physician-fee-freeze,1
38A,democrat,physician-fee-freeze,1
39A,democrat,physician-fee-freeze,0
40A,republican,physician-fee-freeze,1
41A,republican,physician-fee-freeze,1
42A,republican,physician-fee-freeze,1
43A,democrat,physician-fee-freeze,0
44A,republican,physician-fee-freeze,1
45A,republican,physician-fee-freeze,1
46A,democrat,physician-fee-freeze,0
47A,democrat,physician-fee-freeze,0
48A,democrat,physician-fee-freeze,0
49A,democrat,physician-fee-freeze,0
50A,democrat,physician-fee-freeze,0
51A,democrat,physician-fee-freeze,0
52A,democrat,physician-fee-freeze,0
53A,democrat,physician-fee-freeze,0
54A,democrat,physician-fee-freeze,0
55A,democrat,physician-fee-freeze,0
56A,republican,physician-fee-freeze,1
57A,democrat,physician-fee-freeze,0
58A,democrat,physician-fee-freeze,0
59A,republican,physician-fee-freeze,1
60A,democrat,physician-fee-freeze,0
61A,republican,physician-fee-freeze,1
62A,republican,physician-fee-freeze,1
63A,democrat,physician-fee-freeze,0
64A,republican,physician-fee-freeze,1
65A,republican,physician-fee-freeze,1
66A,republican,physician-fee-freeze,1
67A,democrat,physician-fee-freeze,0
68A,democrat,physician-fee-freeze,0
69A,republican,physician-fee-freeze,1
70A,republican,physician-fee-freeze,1
71A,republican,physician-fee-freeze,1
72A,democrat,physician-fee-freeze,0
73A,republican,physician-fee-freeze,1
74A,democrat,physician-fee-freeze,0
75A,republican,physician-fee-freeze,1
76A,democrat,physician-fee-freeze,0
77A,democrat,physician-fee-freeze,0
78A,republican,physician-fee-freeze,1
79A,republican,physician-fee-freeze,1
80A,republican,physician-fee-freeze,1
81A,democrat,physician-fee-freeze,0
82A,democrat,physician-fee-freeze,0
83A,democrat,physician-fee-freeze,0
84A,republican,physician-fee-freeze,1
85A,republican,physician-fee-freeze,1
86A,republican,physician-fee-freeze,1
87A,democrat,physician-fee-freeze,0
88A,democrat,physician-fee-freeze,0
89A,democrat,physician-fee-freeze,0
90A,republican,physician-fee-freeze,1
91A,democrat,physician-fee-freeze,0
92A,democrat,physician-fee-freeze,0
93A,democrat,physician-fee-freeze,0
94A,democrat,physician-fee-freeze,0
95A,democrat,physician-fee-freeze,0
96A,democrat,physician-fee-freeze,0
97A,democrat,physician-fee-freeze,0
98A,democrat,physician-fee-freeze,0
99A,democrat,physician-fee-freeze,0
100A,democrat,physician-fee-freeze,0
101A,democrat,physician-fee-freeze,0
102A,republican,physician-fee-freeze,1
103A,democrat,physician-fee-freeze,0
104A,republican,physician-fee-freeze,1
105A,democrat,physician-fee-freeze,0
106A,democrat,physician-fee-freeze,0
107A,republican,physician-fee-freeze,1
108A,democrat,physician-fee-freeze,0
109A,democrat,physician-fee-freeze,0
110A,republican,physician-fee-freeze,1
111A,republican,physician-fee-freeze,1
112A,democrat,physician-fee-freeze,0
113A,republican,physician-fee-freeze,1
114A,democrat,physician-fee-freeze,0
115A,republican,physician-fee-freeze,1
116A,republican,physician-fee-freeze,1
117A,republican,physician-fee-freeze,1
118A,republican,physician-fee-freeze,1
119A,republican,physician-fee-freeze,1
120A,democrat,physician-fee-freeze,0
121A,democrat,physician-fee-freeze,0
122A,republican,physician-fee-freeze,1
123A,democrat,physician-fee-freeze,0
124A,democrat,physician-fee-freeze,0
125A,democrat,physician-fee-freeze,0
126A,republican,physician-fee-freeze,1
127A,republican,physician-fee-freeze,1
128A,democrat,physician-fee-freeze,0
129A,republican,physician-fee-freeze,1
130A,democrat,physician-fee-freeze,0
131A,democrat,physician-fee-freeze,0
132A,republican,physician-fee-freeze,1
133A,democrat,physician-fee-freeze,0
134A,democrat,physician-fee-freeze,0
135A,democrat,physician-fee-freeze,0
136A,democrat,physician-fee-freeze,0
137A,republican,physician-fee-freeze,1
138A,republican,physician-fee-freeze,0
139A,democrat,physician-fee-freeze,0
140A,democrat,physician-fee-freeze,0
141A,republican,physician-fee-freeze,1
142A,republican,physician-fee-freeze,1
143A,republican,physician-fee-freeze,1
144A,republican,physician-fee-freeze,1
145A,republican,physician-fee-freeze,1
146A,democrat,physician-fee-freeze,0
147A,republican,physician-fee-freeze,1
148A,democrat,physician-fee-freeze,0
149A,democrat,physician-fee-freeze,0
150A,democrat,physician-fee-freeze,0
151A,democrat,physician-fee-freeze,0
152A,republican,physician-fee-freeze,1
153A,democrat,physician-fee-freeze,0
154A,democrat,physician-fee-freeze,0
155A,republican,physician-fee-freeze,1
156A,republican,physician-fee-freeze,1
157A,republican,physician-fee-freeze,1
158A,republican,physician-fee-freeze,1
159A,republican,physician-fee-freeze,1
160A,republican,physician-fee-freeze,1
161A,democrat,physician-fee-freeze,0
162A,republican,physician-fee-freeze,1
163A,democrat,physician-fee-freeze,0
164A,democrat,physician-fee-freeze,0
165A,republican,physician-fee-freeze,1
166A,republican,physician-fee-freeze,1
167A,democrat,physician-fee-freeze,0
168A,democrat,physician-fee-freeze,0
169A,democrat,physician-fee-freeze,0
170A,democrat,physician-fee-freeze,0
171A,republican,physician-fee-freeze,1
172A,democrat,physician-fee-freeze,1
173A,republican,physician-fee-freeze,1
174A,democrat,physician-fee-freeze,0
175A,republican,physician-fee-freeze,1
176A,democrat,physician-fee-freeze,0
177A,democrat,physician-fee-freeze,0
178A,democrat,physician-fee-freeze,0
179A,republican,physician-fee-freeze,1
180A,republican,physician-fee-freeze,1
181A,republican,physician-fee-freeze,1
182A,democrat,physician-fee-freeze,0
183A,republican,physician-fee-freeze,1
184A,republican,physician-fee-freeze,1
185A,republican,physician-fee-freeze,1
186A,republican,physician-fee-freeze,1
187A,democrat,physician-fee-freeze,0
188A,republican,physician-fee-freeze,1
189A,republican,physician-fee-freeze,1
190A,republican,physician-fee-freeze,1
191A,republican,physician-fee-freeze,1
192A,republican,physician-fee-freeze,1
193A,democrat,physician-fee-freeze,0
194A,democrat,physician-fee-freeze,0
195A,republican,physician-fee-freeze,1
196A,republican,physician-fee-freeze,1
197A,democrat,physician-fee-freeze,0
198A,democrat,physician-fee-freeze,0
199A,republican,physician-fee-freeze,1
200A,republican,physician-fee-freeze,1
201A,democrat,physician-fee-freeze,1
202A,republican,physician-fee-freeze,1
203A,republican,physician-fee-freeze,1
204A,democrat,physician-fee-freeze,0
205A,democrat,physician-fee-freeze,1
206A,democrat,physician-fee-freeze,0
207A,democrat,physician-fee-freeze,0
208A,republican,physician-fee-freeze,1
209A,democrat,physician-fee-freeze,0
210A,democrat,physician-fee-freeze,0
211A,republican,physician-fee-freeze,1
212A,republican,physician-fee-freeze,1
213A,republican,physician-fee-freeze,1
214A,democrat,physician-fee-freeze,0
215A,democrat,physician-fee-freeze,1
216A,republican,physician-fee-freeze,1
217A,republican,physician-fee-freeze,1
218A,democrat,physician-fee-freeze,0
219A,republican,physician-fee-freeze,1
220A,democrat,physician-fee-freeze,0
221A,republican,physician-fee-freeze,1
222A,democrat,physician-fee-freeze,0
223A,democrat,physician-fee-freeze,0
224A,democrat,physician-fee-freeze,0
225A,republican,physician-fee-freeze,1
226A,democrat,physician-fee-freeze,0
227A,democrat,physician-fee-freeze,0
228A,democrat,physician-fee-freeze,0
229A,democrat,physician-fee-freeze,0
230A,republican,physician-fee-freeze,1
231A,republican,physician-fee-freeze,1
232A,democrat,physician-fee-freeze,0
1A,democrat,el-salvador-aid,1
2A,republican,el-salvador-aid,1
3A,democrat,el-salvador-aid,0
4A,democrat,el-salvador-aid,0
5A,democrat,el-salvador-aid,0
6A,democrat,el-salvador-aid,0
7A,democrat,el-salvador-aid,0
8A,republican,el-salvador-aid,1
9A,democrat,el-salvador-aid,0
10A,republican,el-salvador-aid,1
11A,democrat,el-salvador-aid,0
12A,republican,el-salvador-aid,1
13A,democrat,el-salvador-aid,0
14A,republican,el-salvador-aid,1
15A,republican,el-salvador-aid,1
16A,republican,el-salvador-aid,1
17A,democrat,el-salvador-aid,0
18A,democrat,el-salvador-aid,0
19A,democrat,el-salvador-aid,0
20A,democrat,el-salvador-aid,0
21A,democrat,el-salvador-aid,0
22A,democrat,el-salvador-aid,0
23A,republican,el-salvador-aid,1
24A,republican,el-salvador-aid,1
25A,republican,el-salvador-aid,1
26A,republican,el-salvador-aid,1
27A,republican,el-salvador-aid,1
28A,republican,el-salvador-aid,1
29A,democrat,el-salvador-aid,0
30A,republican,el-salvador-aid,1
31A,republican,el-salvador-aid,1
32A,republican,el-salvador-aid,1
33A,democrat,el-salvador-aid,0
34A,republican,el-salvador-aid,0
35A,republican,el-salvador-aid,1
36A,democrat,el-salvador-aid,0
37A,democrat,el-salvador-aid,1
38A,democrat,el-salvador-aid,1
39A,democrat,el-salvador-aid,1
40A,republican,el-salvador-aid,1
41A,republican,el-salvador-aid,1
42A,republican,el-salvador-aid,1
43A,democrat,el-salvador-aid,1
44A,republican,el-salvador-aid,1
45A,republican,el-salvador-aid,1
46A,democrat,el-salvador-aid,1
47A,democrat,el-salvador-aid,0
48A,democrat,el-salvador-aid,0
49A,democrat,el-salvador-aid,0
50A,democrat,el-salvador-aid,1
51A,democrat,el-salvador-aid,1
52A,democrat,el-salvador-aid,0
53A,democrat,el-salvador-aid,1
54A,democrat,el-salvador-aid,1
55A,democrat,el-salvador-aid,0
56A,republican,el-salvador-aid,1
57A,democrat,el-salvador-aid,0
58A,democrat,el-salvador-aid,0
59A,republican,el-salvador-aid,1
60A,democrat,el-salvador-aid,0
61A,republican,el-salvador-aid,1
62A,republican,el-salvador-aid,1
63A,democrat,el-salvador-aid,0
64A,republican,el-salvador-aid,1
65A,republican,el-salvador-aid,1
66A,republican,el-salvador-aid,1
67A,democrat,el-salvador-aid,0
68A,democrat,el-salvador-aid,0
69A,republican,el-salvador-aid,0
70A,republican,el-salvador-aid,1
71A,republican,el-salvador-aid,1
72A,democrat,el-salvador-aid,0
73A,republican,el-salvador-aid,1
74A,democrat,el-salvador-aid,0
75A,republican,el-salvador-aid,1
76A,democrat,el-salvador-aid,0
77A,democrat,el-salvador-aid,0
78A,republican,el-salvador-aid,1
79A,republican,el-salvador-aid,1
80A,republican,el-salvador-aid,1
81A,democrat,el-salvador-aid,1
82A,democrat,el-salvador-aid,1
83A,democrat,el-salvador-aid,1
84A,republican,el-salvador-aid,1
85A,republican,el-salvador-aid,1
86A,republican,el-salvador-aid,1
87A,democrat,el-salvador-aid,0
88A,democrat,el-salvador-aid,1
89A,democrat,el-salvador-aid,0
90A,republican,el-salvador-aid,0
91A,democrat,el-salvador-aid,0
92A,democrat,el-salvador-aid,0
93A,democrat,el-salvador-aid,0
94A,democrat,el-salvador-aid,0
95A,democrat,el-salvador-aid,0
96A,democrat,el-salvador-aid,0
97A,democrat,el-salvador-aid,0
98A,democrat,el-salvador-aid,0
99A,democrat,el-salvador-aid,0
100A,democrat,el-salvador-aid,0
101A,democrat,el-salvador-aid,0
102A,republican,el-salvador-aid,1
103A,democrat,el-salvador-aid,0
104A,republican,el-salvador-aid,1
105A,democrat,el-salvador-aid,0
106A,democrat,el-salvador-aid,0
107A,republican,el-salvador-aid,1
108A,democrat,el-salvador-aid,0
109A,democrat,el-salvador-aid,0
110A,republican,el-salvador-aid,1
111A,republican,el-salvador-aid,1
112A,democrat,el-salvador-aid,0
113A,republican,el-salvador-aid,1
114A,democrat,el-salvador-aid,0
115A,republican,el-salvador-aid,1
116A,republican,el-salvador-aid,1
117A,republican,el-salvador-aid,1
118A,republican,el-salvador-aid,1
119A,republican,el-salvador-aid,1
120A,democrat,el-salvador-aid,0
121A,democrat,el-salvador-aid,0
122A,republican,el-salvador-aid,1
123A,democrat,el-salvador-aid,0
124A,democrat,el-salvador-aid,0
125A,democrat,el-salvador-aid,0
126A,republican,el-salvador-aid,1
127A,republican,el-salvador-aid,1
128A,democrat,el-salvador-aid,0
129A,republican,el-salvador-aid,1
130A,democrat,el-salvador-aid,0
131A,democrat,el-salvador-aid,0
132A,republican,el-salvador-aid,1
133A,democrat,el-salvador-aid,0
134A,democrat,el-salvador-aid,0
135A,democrat,el-salvador-aid,0
136A,democrat,el-salvador-aid,0
137A,republican,el-salvador-aid,1
138A,republican,el-salvador-aid,0
139A,democrat,el-salvador-aid,0
140A,democrat,el-salvador-aid,0
141A,republican,el-salvador-aid,1
142A,republican,el-salvador-aid,1
143A,republican,el-salvador-aid,1
144A,republican,el-salvador-aid,1
145A,republican,el-salvador-aid,1
146A,democrat,el-salvador-aid,0
147A,republican,el-salvador-aid,1
148A,democrat,el-salvador-aid,0
149A,democrat,el-salvador-aid,1
150A,democrat,el-salvador-aid,0
151A,democrat,el-salvador-aid,0
152A,republican,el-salvador-aid,1
153A,democrat,el-salvador-aid,0
154A,democrat,el-salvador-aid,0
155A,republican,el-salvador-aid,1
156A,republican,el-salvador-aid,1
157A,republican,el-salvador-aid,1
158A,republican,el-salvador-aid,1
159A,republican,el-salvador-aid,1
160A,republican,el-salvador-aid,1
161A,democrat,el-salvador-aid,0
162A,republican,el-salvador-aid,1
163A,democrat,el-salvador-aid,0
164A,democrat,el-salvador-aid,0
165A,republican,el-salvador-aid,1
166A,republican,el-salvador-aid,1
167A,democrat,el-salvador-aid,0
168A,democrat,el-salvador-aid,0
169A,democrat,el-salvador-aid,0
170A,democrat,el-salvador-aid,0
171A,republican,el-salvador-aid,1
172A,democrat,el-salvador-aid,0
173A,republican,el-salvador-aid,1
174A,democrat,el-salvador-aid,0
175A,republican,el-salvador-aid,1
176A,democrat,el-salvador-aid,0
177A,democrat,el-salvador-aid,0
178A,democrat,el-salvador-aid,0
179A,republican,el-salvador-aid,1
180A,republican,el-salvador-aid,1
181A,republican,el-salvador-aid,1
182A,democrat,el-salvador-aid,0
183A,republican,el-salvador-aid,1
184A,republican,el-salvador-aid,1
185A,republican,el-salvador-aid,1
186A,republican,el-salvador-aid,1
187A,democrat,el-salvador-aid,0
188A,republican,el-salvador-aid,1
189A,republican,el-salvador-aid,1
190A,republican,el-salvador-aid,0
191A,republican,el-salvador-aid,1
192A,republican,el-salvador-aid,1
193A,democrat,el-salvador-aid,0
194A,democrat,el-salvador-aid,0
195A,republican,el-salvador-aid,1
196A,republican,el-salvador-aid,1
197A,democrat,el-salvador-aid,1
198A,democrat,el-salvador-aid,0
199A,republican,el-salvador-aid,1
200A,republican,el-salvador-aid,1
201A,democrat,el-salvador-aid,1
202A,republican,el-salvador-aid,1
203A,republican,el-salvador-aid,1
204A,democrat,el-salvador-aid,1
205A,democrat,el-salvador-aid,1
206A,democrat,el-salvador-aid,1
207A,democrat,el-salvador-aid,0
208A,republican,el-salvador-aid,1
209A,democrat,el-salvador-aid,1
210A,democrat,el-salvador-aid,1
211A,republican,el-salvador-aid,1
212A,republican,el-salvador-aid,1
213A,republican,el-salvador-aid,1
214A,democrat,el-salvador-aid,1
215A,democrat,el-salvador-aid,1
216A,republican,el-salvador-aid,1
217A,republican,el-salvador-aid,1
218A,democrat,el-salvador-aid,0
219A,republican,el-salvador-aid,1
220A,democrat,el-salvador-aid,0
221A,republican,el-salvador-aid,1
222A,democrat,el-salvador-aid,0
223A,democrat,el-salvador-aid,0
224A,democrat,el-salvador-aid,0
225A,republican,el-salvador-aid,1
226A,democrat,el-salvador-aid,1
227A,democrat,el-salvador-aid,0
228A,democrat,el-salvador-aid,0
229A,democrat,el-salvador-aid,0
230A,republican,el-salvador-aid,1
231A,republican,el-salvador-aid,1
232A,democrat,el-salvador-aid,0
1A,democrat,religious-groups-in-schools,1
2A,republican,religious-groups-in-schools,1
3A,democrat,religious-groups-in-schools,0
4A,democrat,religious-groups-in-schools,0
5A,democrat,religious-groups-in-schools,0
6A,democrat,religious-groups-in-schools,0
7A,democrat,religious-groups-in-schools,0
8A,republican,religious-groups-in-schools,0
9A,democrat,religious-groups-in-schools,0
10A,republican,religious-groups-in-schools,1
11A,democrat,religious-groups-in-schools,0
12A,republican,religious-groups-in-schools,1
13A,democrat,religious-groups-in-schools,0
14A,republican,religious-groups-in-schools,1
15A,republican,religious-groups-in-schools,1
16A,republican,religious-groups-in-schools,1
17A,democrat,religious-groups-in-schools,0
18A,democrat,religious-groups-in-schools,0
19A,democrat,religious-groups-in-schools,0
20A,democrat,religious-groups-in-schools,0
21A,democrat,religious-groups-in-schools,0
22A,democrat,religious-groups-in-schools,0
23A,republican,religious-groups-in-schools,1
24A,republican,religious-groups-in-schools,1
25A,republican,religious-groups-in-schools,1
26A,republican,religious-groups-in-schools,1
27A,republican,religious-groups-in-schools,1
28A,republican,religious-groups-in-schools,1
29A,democrat,religious-groups-in-schools,0
30A,republican,religious-groups-in-schools,1
31A,republican,religious-groups-in-schools,1
32A,republican,religious-groups-in-schools,1
33A,democrat,religious-groups-in-schools,0
34A,republican,religious-groups-in-schools,0
35A,republican,religious-groups-in-schools,0
36A,democrat,religious-groups-in-schools,1
37A,democrat,religious-groups-in-schools,1
38A,democrat,religious-groups-in-schools,1
39A,democrat,religious-groups-in-schools,1
40A,republican,religious-groups-in-schools,0
41A,republican,religious-groups-in-schools,1
42A,republican,religious-groups-in-schools,1
43A,democrat,religious-groups-in-schools,1
44A,republican,religious-groups-in-schools,1
45A,republican,religious-groups-in-schools,1
46A,democrat,religious-groups-in-schools,1
47A,democrat,religious-groups-in-schools,0
48A,democrat,religious-groups-in-schools,0
49A,democrat,religious-groups-in-schools,0
50A,democrat,religious-groups-in-schools,1
51A,democrat,religious-groups-in-schools,1
52A,democrat,religious-groups-in-schools,1
53A,democrat,religious-groups-in-schools,1
54A,democrat,religious-groups-in-schools,1
55A,democrat,religious-groups-in-schools,0
56A,republican,religious-groups-in-schools,1
57A,democrat,religious-groups-in-schools,0
58A,democrat,religious-groups-in-schools,0
59A,republican,religious-groups-in-schools,0
60A,democrat,religious-groups-in-schools,0
61A,republican,religious-groups-in-schools,1
62A,republican,religious-groups-in-schools,1
63A,democrat,religious-groups-in-schools,1
64A,republican,religious-groups-in-schools,1
65A,republican,religious-groups-in-schools,1
66A,republican,religious-groups-in-schools,1
67A,democrat,religious-groups-in-schools,1
68A,democrat,religious-groups-in-schools,1
69A,republican,religious-groups-in-schools,0
70A,republican,religious-groups-in-schools,1
71A,republican,religious-groups-in-schools,1
72A,democrat,religious-groups-in-schools,0
73A,republican,religious-groups-in-schools,1
74A,democrat,religious-groups-in-schools,0
75A,republican,religious-groups-in-schools,1
76A,democrat,religious-groups-in-schools,1
77A,democrat,religious-groups-in-schools,1
78A,republican,religious-groups-in-schools,1
79A,republican,religious-groups-in-schools,1
80A,republican,religious-groups-in-schools,1
81A,democrat,religious-groups-in-schools,1
82A,democrat,religious-groups-in-schools,1
83A,democrat,religious-groups-in-schools,1
84A,republican,religious-groups-in-schools,1
85A,republican,religious-groups-in-schools,1
86A,republican,religious-groups-in-schools,1
87A,democrat,religious-groups-in-schools,0
88A,democrat,religious-groups-in-schools,1
89A,democrat,religious-groups-in-schools,0
90A,republican,religious-groups-in-schools,0
91A,democrat,religious-groups-in-schools,0
92A,democrat,religious-groups-in-schools,0
93A,democrat,religious-groups-in-schools,0
94A,democrat,religious-groups-in-schools,0
95A,democrat,religious-groups-in-schools,0
96A,democrat,religious-groups-in-schools,1
97A,democrat,religious-groups-in-schools,0
98A,democrat,religious-groups-in-schools,0
99A,democrat,religious-groups-in-schools,0
100A,democrat,religious-groups-in-schools,1
101A,democrat,religious-groups-in-schools,0
102A,republican,religious-groups-in-schools,1
103A,democrat,religious-groups-in-schools,1
104A,republican,religious-groups-in-schools,1
105A,democrat,religious-groups-in-schools,0
106A,democrat,religious-groups-in-schools,1
107A,republican,religious-groups-in-schools,1
108A,democrat,religious-groups-in-schools,0
109A,democrat,religious-groups-in-schools,1
110A,republican,religious-groups-in-schools,1
111A,republican,religious-groups-in-schools,1
112A,democrat,religious-groups-in-schools,0
113A,republican,religious-groups-in-schools,0
114A,democrat,religious-groups-in-schools,1
115A,republican,religious-groups-in-schools,1
116A,republican,religious-groups-in-schools,1
117A,republican,religious-groups-in-schools,1
118A,republican,religious-groups-in-schools,1
119A,republican,religious-groups-in-schools,1
120A,democrat,religious-groups-in-schools,0
121A,democrat,religious-groups-in-schools,1
122A,republican,religious-groups-in-schools,1
123A,democrat,religious-groups-in-schools,0
124A,democrat,religious-groups-in-schools,0
125A,democrat,religious-groups-in-schools,0
126A,republican,religious-groups-in-schools,1
127A,republican,religious-groups-in-schools,1
128A,democrat,religious-groups-in-schools,1
129A,republican,religious-groups-in-schools,1
130A,democrat,religious-groups-in-schools,0
131A,democrat,religious-groups-in-schools,0
132A,republican,religious-groups-in-schools,0
133A,democrat,religious-groups-in-schools,0
134A,democrat,religious-groups-in-schools,0
135A,democrat,religious-groups-in-schools,0
136A,democrat,religious-groups-in-schools,0
137A,republican,religious-groups-in-schools,1
138A,republican,religious-groups-in-schools,0
139A,democrat,religious-groups-in-schools,0
140A,democrat,religious-groups-in-schools,0
141A,republican,religious-groups-in-schools,0
142A,republican,religious-groups-in-schools,1
143A,republican,religious-groups-in-schools,1
144A,republican,religious-groups-in-schools,1
145A,republican,religious-groups-in-schools,1
146A,democrat,religious-groups-in-schools,0
147A,republican,religious-groups-in-schools,1
148A,democrat,religious-groups-in-schools,1
149A,democrat,religious-groups-in-schools,1
150A,democrat,religious-groups-in-schools,1
151A,democrat,religious-groups-in-schools,1
152A,republican,religious-groups-in-schools,1
153A,democrat,religious-groups-in-schools,0
154A,democrat,religious-groups-in-schools,1
155A,republican,religious-groups-in-schools,0
156A,republican,religious-groups-in-schools,1
157A,republican,religious-groups-in-schools,1
158A,republican,religious-groups-in-schools,1
159A,republican,religious-groups-in-schools,1
160A,republican,religious-groups-in-schools,1
161A,democrat,religious-groups-in-schools,1
162A,republican,religious-groups-in-schools,1
163A,democrat,religious-groups-in-schools,1
164A,democrat,religious-groups-in-schools,0
165A,republican,religious-groups-in-schools,1
166A,republican,religious-groups-in-schools,1
167A,democrat,religious-groups-in-schools,1
168A,democrat,religious-groups-in-schools,0
169A,democrat,religious-groups-in-schools,1
170A,democrat,religious-groups-in-schools,0
171A,republican,religious-groups-in-schools,1
172A,democrat,religious-groups-in-schools,0
173A,republican,religious-groups-in-schools,1
174A,democrat,religious-groups-in-schools,0
175A,republican,religious-groups-in-schools,1
176A,democrat,religious-groups-in-schools,0
177A,democrat,religious-groups-in-schools,0
178A,democrat,religious-groups-in-schools,0
179A,republican,religious-groups-in-schools,1
180A,republican,religious-groups-in-schools,1
181A,republican,religious-groups-in-schools,0
182A,democrat,religious-groups-in-schools,0
183A,republican,religious-groups-in-schools,1
184A,republican,religious-groups-in-schools,1
185A,republican,religious-groups-in-schools,1
186A,republican,religious-groups-in-schools,1
187A,democrat,religious-groups-in-schools,1
188A,republican,religious-groups-in-schools,1
189A,republican,religious-groups-in-schools,1
190A,republican,religious-groups-in-schools,0
191A,republican,religious-groups-in-schools,1
192A,republican,religious-groups-in-schools,1
193A,democrat,religious-groups-in-schools,1
194A,democrat,religious-groups-in-schools,1
195A,republican,religious-groups-in-schools,1
196A,republican,religious-groups-in-schools,1
197A,democrat,religious-groups-in-schools,1
198A,democrat,religious-groups-in-schools,1
199A,republican,religious-groups-in-schools,1
200A,republican,religious-groups-in-schools,1
201A,democrat,religious-groups-in-schools,1
202A,republican,religious-groups-in-schools,1
203A,republican,religious-groups-in-schools,1
204A,democrat,religious-groups-in-schools,1
205A,democrat,religious-groups-in-schools,1
206A,democrat,religious-groups-in-schools,1
207A,democrat,religious-groups-in-schools,0
208A,republican,religious-groups-in-schools,1
209A,democrat,religious-groups-in-schools,1
210A,democrat,religious-groups-in-schools,1
211A,republican,religious-groups-in-schools,1
212A,republican,religious-groups-in-schools,1
213A,republican,religious-groups-in-schools,1
214A,democrat,religious-groups-in-schools,1
215A,democrat,religious-groups-in-schools,1
216A,republican,religious-groups-in-schools,1
217A,republican,religious-groups-in-schools,1
218A,democrat,religious-groups-in-schools,1
219A,republican,religious-groups-in-schools,1
220A,democrat,religious-groups-in-schools,0
221A,republican,religious-groups-in-schools,1
222A,democrat,religious-groups-in-schools,0
223A,democrat,religious-groups-in-schools,0
224A,democrat,religious-groups-in-schools,0
225A,republican,religious-groups-in-schools,1
226A,democrat,religious-groups-in-schools,1
227A,democrat,religious-groups-in-schools,1
228A,democrat,religious-groups-in-schools,1
229A,democrat,religious-groups-in-schools,0
230A,republican,religious-groups-in-schools,1
231A,republican,religious-groups-in-schools,1
232A,democrat,religious-groups-in-schools,0
1A,democrat,anti-satellite-test-ban,0
2A,republican,anti-satellite-test-ban,0
3A,democrat,anti-satellite-test-ban,1
4A,democrat,anti-satellite-test-ban,1
5A,democrat,anti-satellite-test-ban,1
6A,democrat,anti-satellite-test-ban,1
7A,democrat,anti-satellite-test-ban,1
8A,republican,anti-satellite-test-ban,1
9A,democrat,anti-satellite-test-ban,1
10A,republican,anti-satellite-test-ban,0
11A,democrat,anti-satellite-test-ban,1
12A,republican,anti-satellite-test-ban,0
13A,democrat,anti-satellite-test-ban,1
14A,republican,anti-satellite-test-ban,0
15A,republican,anti-satellite-test-ban,0
16A,republican,anti-satellite-test-ban,0
17A,democrat,anti-satellite-test-ban,1
18A,democrat,anti-satellite-test-ban,1
19A,democrat,anti-satellite-test-ban,1
20A,democrat,anti-satellite-test-ban,1
21A,democrat,anti-satellite-test-ban,1
22A,democrat,anti-satellite-test-ban,1
23A,republican,anti-satellite-test-ban,0
24A,republican,anti-satellite-test-ban,0
25A,republican,anti-satellite-test-ban,0
26A,republican,anti-satellite-test-ban,0
27A,republican,anti-satellite-test-ban,0
28A,republican,anti-satellite-test-ban,0
29A,democrat,anti-satellite-test-ban,1
30A,republican,anti-satellite-test-ban,1
31A,republican,anti-satellite-test-ban,1
32A,republican,anti-satellite-test-ban,0
33A,democrat,anti-satellite-test-ban,1
34A,republican,anti-satellite-test-ban,1
35A,republican,anti-satellite-test-ban,1
36A,democrat,anti-satellite-test-ban,1
37A,democrat,anti-satellite-test-ban,0
38A,democrat,anti-satellite-test-ban,0
39A,democrat,anti-satellite-test-ban,0
40A,republican,anti-satellite-test-ban,0
41A,republican,anti-satellite-test-ban,0
42A,republican,anti-satellite-test-ban,0
43A,democrat,anti-satellite-test-ban,0
44A,republican,anti-satellite-test-ban,0
45A,republican,anti-satellite-test-ban,0
46A,democrat,anti-satellite-test-ban,1
47A,democrat,anti-satellite-test-ban,1
48A,democrat,anti-satellite-test-ban,1
49A,democrat,anti-satellite-test-ban,1
50A,democrat,anti-satellite-test-ban,0
51A,democrat,anti-satellite-test-ban,1
52A,democrat,anti-satellite-test-ban,1
53A,democrat,anti-satellite-test-ban,0
54A,democrat,anti-satellite-test-ban,1
55A,democrat,anti-satellite-test-ban,0
56A,republican,anti-satellite-test-ban,0
57A,democrat,anti-satellite-test-ban,1
58A,democrat,anti-satellite-test-ban,1
59A,republican,anti-satellite-test-ban,1
